tipo_contrato,puesto,fuente,salario_promedio,empresa,tecnologias,fecha_publicacion,ubicacion
contract,Junior Desarrollador .NET,Jooble,25924.0,No especificado,"JavaScript, Java, Go, R, Flutter, AI, API, SPA, JIRA, Git",2025-05-03T10:50:36,Northern America
full_time,Junior Especialista en UX/UI,Adzuna,65415.0,No especificado,"Scala, R, SQL, AI, CI/CD, Agile, API, JIRA",2025-05-01T22:51:10,"Europe, UK"
full_time,Semi Senior Cloud Engineer,Jooble,25430.0,No especificado,"C#, Scala, R, SQL, AI, REST, API, SPA, JIRA, Git",2025-04-30T22:50:51,USA
full_time,Lead Technical Lead,Jooble,66424.0,No especificado,"Java, Go, Kotlin, R, SQL, PostgreSQL, Kubernetes, GitHub Actions, AI, CI/CD, REST, API, JIRA, Git",2025-04-27T20:50:07,Turkey
full_time,Senior Ingeniero de QA,Jooble,56227.0,No especificado,"Go, Rust, R, AI, CI/CD, API, SPA, Excel",2025-04-20T16:51:35,"Portugal, Georgia, Spain, Serbia, Armenia"
full_time,Semi Senior Especialista en UX/UI,Adzuna,47877.0,No especificado,"Go, TypeScript, R, AI, Agile, API, SPA, Excel, JIRA, Git",2025-04-18T10:51:00,Mexico
full_time,Senior Científico de Datos,Adzuna,54668.0,No especificado,"Python, Go, Swift, Scala, R, Express, Docker, Jenkins, AI, CI/CD, API, SPA, Excel, Git",2025-04-16T08:51:45,USA
contract,Lead Especialista en UX/UI,Jooble,48147.0,No especificado,"Go, Scala, R, AI, Agile, Scrum, API, Git",2025-04-13T08:51:33,Poland
full_time,Junior Desarrollador Blockchain,Jooble,65281.0,No especificado,"TypeScript, Scala, R, React, AI, CI/CD, API, TDD, BDD, Excel",2025-04-11T08:51:26,USA
contract,Semi Senior Cloud Engineer,Adzuna,62687.0,No especificado,"JavaScript, Java, Go, TypeScript, Scala, R, AI, Agile, REST, API, SPA, Excel",2025-03-31T22:50:34,Vietnam
full_time,Junior Scrum Master,Adzuna,54892.0,No especificado,"Rust, R, Express, AWS, AI, API, SPA, Excel",2025-06-12T18:50:17,India
full_time,Semi Senior Ingeniero DevOps,Jooble,71841.0,No especificado,"Go, Rust, R, Express, AI, REST, API, Excel",2025-06-10T18:50:46,USA
full_time,Junior Administrador AWS,Jooble,61842.0,No especificado,"Go, R, AWS, AI, REST, API, SPA, Excel, Git",2025-06-06T12:50:47,USA
full_time,Lead Administrador AWS,Jooble,71180.0,No especificado,"Go, Scala, Rust, R, SQL, Express, AI, REST, API, SPA, Excel",2025-06-03T10:50:40,Mexico
full_time,Lead Científico de Datos,Jooble,77998.0,No especificado,"R, AWS, AI, REST, API, SPA, Git",2025-05-31T00:51:37,USA
full_time,Senior Científico de Datos,Adzuna,52082.0,No especificado,"Go, R, Redis, AI, API, SPA, Git",2025-05-29T00:51:07,USA
full_time,Senior Ingeniero de Machine Learning,Jooble,39845.0,No especificado,"JavaScript, Java, TypeScript, Scala, R, Express, Jenkins, GitHub Actions, AI, CI/CD, Agile, API, Backend, Excel, Git",2025-05-28T22:51:28,USA
full_time,Junior Analista de Datos,Adzuna,44975.0,No especificado,"Rust, R, AWS, AI, REST, API, Git",2025-05-23T06:51:04,USA
full_time,Senior Desarrollador Java,Jooble,37739.0,No especificado,"Go, R, AWS, AI, Deep Learning, API, Excel, Git",2025-05-22T04:50:02,Germany
full_time,Lead Administrador de Bases de Datos,Jooble,52065.0,No especificado,"Go, Rust, R, SQL, AI, API, SPA, Tableau, Looker, Excel",2025-05-14T10:50:50,USA
full_time,Junior Scrum Master,Jooble,67252.0,No especificado,"Scala, Rust, R, AWS, AI, DevOps, CI/CD, REST, API, Excel",2025-05-14T06:50:17,Brazil
full_time,Lead Desarrollador Mobile,Jooble,25365.0,No especificado,"Python, Go, TypeScript, R, React, Vue, MongoDB, AWS, Azure, GCP, Docker, Kubernetes, GitHub Actions, Terraform, AI, DevOps, CI/CD, REST, API, Frontend, Backend, SPA, Excel, Git, Linux",2025-05-14T02:52:18,"USA, Canada"
full_time,Lead Desarrollador Java,Jooble,67759.0,No especificado,"Python, JavaScript, Java, Go, Scala, Rust, R, SQL, React, Express, Google Cloud, GCP, Kubernetes, Terraform, AI, DevOps, REST, API, Frontend, Backend, SPA, Excel, Git",2025-05-13T16:50:14,India
full_time,Lead Administrador AWS,Jooble,57097.0,No especificado,"Go, Scala, R, SQL, MySQL, PostgreSQL, MongoDB, Cassandra, AWS, Terraform, Ansible, AI, DevOps, CI/CD, API, SPA, Spark, Excel, Git, Linux",2025-05-09T20:50:59,USA
full_time,Junior Desarrollador React,Jooble,30765.0,No especificado,"Python, Java, Go, Scala, R, Spring, AI, REST, Microservices, API, Backend, SPA, Git",2025-05-09T02:50:14,USA
full_time,Senior Analista de Datos,Adzuna,25477.0,No especificado,"Scala, Rust, R, AWS, GCP, Docker, Kubernetes, Terraform, Ansible, AI, DevOps, API, Git, Linux",2025-05-08T04:50:22,Worldwide
full_time,Senior Arquitecto de Software,Jooble,76284.0,No especificado,"Go, TypeScript, Rust, R, GCP, Heroku, AI, REST, API, ETL, Excel, Git",2025-05-04T02:50:55,"Europe, USA, Canada"
full_time,Junior Ingeniero de Machine Learning,Adzuna,62141.0,No especificado,"Python, Java, Go, Scala, R, SQL, Express, MySQL, AWS, Jenkins, GitLab, AI, DevOps, API, SPA, Git",2025-05-03T20:50:42,Poland
full_time,Lead Arquitecto de Software,Adzuna,71448.0,No especificado,"Go, Scala, R, React, AWS, Azure, Google Cloud, Docker, Kubernetes, Terraform, AI, DevOps, REST, API, SPA, Excel, Git",2025-04-28T06:51:07,USA
full_time,Semi Senior Especialista en Ciberseguridad,Jooble,49039.0,No especificado,"Go, TypeScript, Scala, Rust, R, SQL, PostgreSQL, AWS, GCP, Kubernetes, Terraform, AI, DevOps, API, Git",2025-04-27T18:51:04,Europe
full_time,Junior Desarrollador Java,Jooble,36602.0,No especificado,"Go, Scala, Rust, R, AWS, Google Cloud, Docker, Kubernetes, GitHub Actions, Terraform, Ansible, Machine Learning, AI, REST, API, Git, Linux",2025-04-22T10:50:37,USA
full_time,Lead Desarrollador Full Stack,Adzuna,37370.0,No especificado,"Python, Swift, Scala, R, SQL, Express, MySQL, PostgreSQL, AWS, Azure, GCP, Docker, Kubernetes, Terraform, Ansible, AI, CI/CD, API",2025-04-18T06:51:21,USA
full_time,Senior Desarrollador .NET,Adzuna,57079.0,No especificado,"Go, Scala, R, SQL, Express, MySQL, AWS, Kubernetes, Jenkins, GitLab, AI, DevOps, API, SPA, Git",2025-04-05T18:50:51,Poland
full_time,Junior Especialista en UX/UI,Jooble,62980.0,No especificado,"Python, Go, Scala, R, AWS, Azure, GCP, Docker, Kubernetes, Terraform, Ansible, AI, DevOps, CI/CD, API, SPA, Linux",2025-03-28T02:51:52,"USA, UK, Canada, Germany, France, Spain"
full_time,Junior Arquitecto de Software,Jooble,44037.0,No especificado,"Python, Java, C#, Go, Ruby, Rust, R, Express, Neo4j, AWS, Azure, GCP, Docker, Kubernetes, Terraform, Ansible, AI, DevOps, CI/CD, REST, API, SPA, Excel",2025-03-28T02:51:50,USA
full_time,Semi Senior Científico de Datos,Adzuna,57358.0,No especificado,"Python, Java, Go, Scala, Rust, R, AWS, Azure, Google Cloud, GCP, Docker, Kubernetes, AI, DevOps, CI/CD, Microservices, API, Frontend, Backend, SPA, Spark, Excel, Git",2025-03-25T16:50:21,Netherlands
full_time,Junior Desarrollador Python,Jooble,79653.0,No especificado,"Python, Java, Go, Rust, R, SQL, AWS, AI, Agile, API, SPA, ETL, Spark",2025-05-31T04:50:49,USA
,Frontend Developer,Jooble,61613.0,,,,
,Lead Administrador de Sistemas,Adzuna,65909.0,Heap,,2025-06-19T09:48:34.7400000,Kingdom of Spain
,Senior Desarrollador Frontend,Adzuna,41215.0,IGT,,2025-06-11T07:33:31.4670000,Kingdom of Spain
,Senior Ingeniero de QA,Jooble,75595.0,SpotOn Connections,,2025-06-16T16:00:44.7330000,Kingdom of Spain
,Junior Especialista en UX/UI,Adzuna,40578.0,IGT,,2025-06-02T20:52:59.4930000,Kingdom of Spain
,Senior Site Reliability Engineer,Jooble,64845.0,IGT,,2025-05-27T08:47:37.6170000,Kingdom of Spain
,Lead Desarrollador .NET,Adzuna,74516.0,Heap,,2025-06-09T07:54:29.1770000,Kingdom of Spain
,Lead Especialista DevSecOps,Jooble,62937.0,Heap,,2025-05-31T04:44:17.1317421+00:00,Kingdom of Spain
,Junior Desarrollador .NET,Jooble,40155.0,IGT,,2025-05-25T07:33:47.2900000,Kingdom of Spain
,Semi Senior Analista de Datos,Jooble,68309.0,Heap,,2025-05-22T23:28:40.6070632+00:00,Kingdom of Spain
,Junior Product Owner,Jooble,34569.0,Jet Aviation,,2025-06-06T19:31:52.8330000,Kingdom of Spain
,Semi Senior Especialista DevSecOps,Jooble,35407.0,First Health Care of Puerto Rico,,2025-05-30T08:09:38.8645890+00:00,Kingdom of Spain
,Junior Ingeniero de QA,Adzuna,52518.0,Hasbro,,2025-05-27T00:00:00.0000000,Kingdom of Spain
,Lead Ingeniero de Redes,Adzuna,56013.0,IGT,,2025-05-23T00:00:00.0000000,Kingdom of Spain
,Senior Desarrollador .NET,Jooble,34815.0,IGT,,2025-06-10T07:33:38.1330000,Kingdom of Spain
,Lead Ingeniero DevOps,Adzuna,52566.0,,,2025-05-16T14:34:00.3240843+00:00,Kingdom of Spain
,Lead Científico de Datos,Adzuna,48768.0,Greystar,,2025-06-19T09:09:08.0970000,Kingdom of Spain
,Lead Product Owner,Jooble,78949.0,,,2025-06-18T16:40:28.9370000,Kingdom of Spain
,Lead Administrador de Bases de Datos,Jooble,37197.0,Jet Aviation,,2025-06-09T00:00:00.0000000,Kingdom of Spain
,Semi Senior Administrador de Sistemas,Jooble,52356.0,,,2025-06-13T05:13:20.1930000,Kingdom of Spain
,Senior Product Owner,Adzuna,59907.0,Jet Aviation,,2025-05-29T00:00:00.0000000,Kingdom of Spain
,Lead Analista de BI,Jooble,75394.0,IGT,,2025-06-13T00:00:00.0000000,Kingdom of Spain
,Lead Arquitecto de Software,Adzuna,31788.0,First Health Care of Puerto Rico,,2025-06-17T12:02:36.1670000,Kingdom of Spain
,Senior Cloud Engineer,Jooble,47833.0,Avincis,,2025-06-07T00:00:00.0000000,Kingdom of Spain
,Lead Desarrollador Python,Jooble,47851.0,Teva Pharmaceutical Industries Ltd.,,2025-05-29T07:24:41.9904889+00:00,Kingdom of Spain
,Junior Cloud Engineer,Adzuna,41163.0,Heap,,2025-05-24T04:44:24.3173272+00:00,Kingdom of Spain
full_time,Semi Senior Desarrollador Java,Adzuna,72541.0,No especificado,"R, AI, API",2025-06-18T14:51:45,Indonesia
full_time,Semi Senior Desarrollador Java,Jooble,66959.0,No especificado,"Go, TypeScript, R, SQL, React, Express, Rails, Redis, AWS, Kubernetes, AI, CI/CD, REST, GraphQL, API, Frontend, Backend, Excel",2025-06-18T14:51:32,Americas
full_time,Senior Ingeniero de Redes,Adzuna,73462.0,No especificado,"Go, Scala, R, AI, Agile, API, SPA, Excel",2025-06-18T14:51:02,Philippines
full_time,Junior Cloud Engineer,Jooble,58852.0,No especificado,"JavaScript, Java, Swift, R, AI, API, UI/UX, Backend, Git",2025-06-18T14:50:47,India
contract,Semi Senior Especialista en Ciberseguridad,Adzuna,39135.0,No especificado,"Go, R, SQL, SQL Server, AI, API, SPA, ETL, Tableau, Power BI, Excel",2025-06-18T07:31:18,CET +/- 3 HOURS
full_time,Senior Desarrollador Backend,Adzuna,61229.0,No especificado,"Go, R, Express, AI, REST, API, SPA, Excel, JIRA",2025-06-17T20:51:17,Poland
full_time,Semi Senior Especialista DevSecOps,Jooble,74784.0,No especificado,"Go, Scala, R, AI, API, Excel, Git",2025-06-17T20:51:08,South Africa
full_time,Lead Desarrollador React,Jooble,52833.0,No especificado,"Go, Rust, R, AI, REST, API, SPA, Excel, Git",2025-06-17T18:50:27,"Europe, USA"
full_time,Lead Analista de Datos,Adzuna,47980.0,No especificado,"Go, R, SQL, AWS, Jenkins, AI, CI/CD, Agile, Scrum, API, Excel, JIRA, Git",2025-06-17T16:50:12,USA
full_time,Junior Desarrollador Full Stack,Adzuna,35957.0,No especificado,"Go, Rust, R, AI, Agile, Scrum, API, SPA, Excel, Git",2025-06-17T12:51:38,USA
full_time,Lead Desarrollador Python,Jooble,38139.0,No especificado,"JavaScript, Java, PHP, Go, TypeScript, Scala, R, React, Angular, Vue, AI, REST, API, UI/UX, Excel, Git",2025-06-17T12:50:45,Bulgaria
full_time,Senior Scrum Master,Adzuna,71580.0,No especificado,"JavaScript, Java, Go, R, React, Machine Learning, AI, REST, API, Frontend, Backend, SPA, Git",2025-06-17T12:50:41,"Europe, South America"
full_time,Senior Ingeniero de QA,Jooble,47397.0,No especificado,"JavaScript, Java, C++, Go, Kotlin, Rust, R, Express, Redis, AWS, AI, API, SPA, Excel",2025-06-17T12:50:37,France
full_time,Junior Especialista en Ciberseguridad,Adzuna,77948.0,No especificado,"R, Express, AI, Agile, API, SPA, JIRA",2025-06-16T12:51:18,Spain
full_time,Semi Senior Arquitecto de Software,Adzuna,51024.0,No especificado,"Go, Scala, Rust, R, Express, AI, Agile, API",2025-06-16T12:51:09,USA
contract,Lead Ingeniero de Redes,Jooble,36990.0,No especificado,"Go, Rust, R, AI, REST, API, SPA, ETL",2025-06-16T10:16:18,"Americas, Europe, Israel"
contract,Semi Senior Especialista en UX/UI,Adzuna,35937.0,No especificado,"Go, Rust, R, AI, REST, API, SPA, ETL",2025-06-16T10:16:07,"Americas, Europe, Israel"
full_time,Lead Administrador AWS,Jooble,62381.0,No especificado,"Python, PHP, Scala, R, SQL, PostgreSQL, AWS, AI, REST, API, Backend, SPA, Excel, Linux",2025-06-15T22:50:17,Canada
full_time,Senior Desarrollador Mobile,Adzuna,73699.0,No especificado,"Python, R, SQL, Machine Learning, AI, API",2025-06-15T16:51:19,USA
internship,Semi Senior Especialista DevSecOps,Adzuna,38948.0,No especificado,"Python, C#, TypeScript, R, SQL, React, ASP.NET, PostgreSQL, AI, CI/CD, REST, API, Full Stack",2025-06-15T16:50:31,Ukraine
full_time,Lead Cloud Engineer,Adzuna,37664.0,No especificado,"JavaScript, Java, C#, Go, TypeScript, R, SQL, Angular, ASP.NET, SQL Server, Azure, AI, DevOps, CI/CD, Agile, REST, API, Excel, Git",2025-06-15T16:50:30,"UK, India"
contract,Lead Desarrollador React,Jooble,61956.0,No especificado,"Python, Rust, R, Oracle, Ansible, AI, DevOps, Agile, API, Excel, Git",2025-06-15T16:50:30,USA
full_time,Lead Desarrollador React,Jooble,44830.0,No especificado,"Rust, R, AWS, Kubernetes, Terraform, Machine Learning, AI, DevOps, API, SPA, Tableau",2025-06-15T10:52:07,USA
full_time,Semi Senior Desarrollador .NET,Jooble,65522.0,No especificado,"Python, Java, Go, R, SQL, Google Cloud, GCP, AI, API, SPA, Excel, Git",2025-06-15T10:51:52,India
full_time,Senior Scrum Master,Jooble,43065.0,No especificado,"Go, Rust, R, Express, AWS, Azure, GCP, AI, Agile, Scrum, API, SPA, Excel, JIRA",2025-06-15T10:51:35,USA
full_time,Lead Desarrollador Frontend,Adzuna,37346.0,No especificado,"Python, Go, Scala, R, SQL, AI, Agile, API, Frontend, Backend",2025-06-15T10:50:52,Turkey
full_time,Lead Product Owner,Jooble,52827.0,No especificado,"Java, Scala, R, Spring, AWS, AI, DevOps, CI/CD, Agile, Scrum, REST, Microservices, API, Backend, SPA, Git",2025-06-14T20:50:15,Germany
full_time,Junior Product Owner,Jooble,76793.0,No especificado,"JavaScript, Java, PHP, Go, TypeScript, R, SQL, MySQL, AI, API, XML, Frontend, SPA",2025-06-14T16:15:40,CET +/- 3 HOURS
contract,Lead Desarrollador React,Jooble,34058.0,No especificado,"Python, Go, R, Machine Learning, AI, REST, API, SPA, Excel",2025-06-14T14:50:49,LATAM
full_time,Junior Ingeniero DevOps,Adzuna,76405.0,No especificado,"C#, PHP, Scala, R, SQL, React, Laravel, MySQL, PostgreSQL, Redis, Docker, AI, CI/CD, Agile, REST, Microservices, API, Frontend, Backend, Excel, Git",2025-06-14T14:50:47,"USA, Canada"
full_time,Semi Senior Científico de Datos,Adzuna,78970.0,No especificado,"Python, JavaScript, Java, Scala, R, SQL, Azure, Jenkins, AI, DevOps, CI/CD, Agile, REST, API, Git",2025-06-13T14:51:06,India
full_time,Semi Senior Especialista en UX/UI,Jooble,26135.0,No especificado,"Kotlin, Scala, R, React, Express, AWS, Kubernetes, AI, REST, API, Backend, SPA",2025-06-13T12:50:55,USA
full_time,Junior Analista de BI,Adzuna,34249.0,No especificado,"Python, JavaScript, Java, Go, R, AI, REST, API, JSON, XML, SPA, PWA, ETL, Excel",2025-06-13T12:50:55,USA
full_time,Junior Desarrollador React,Jooble,29203.0,No especificado,"Python, JavaScript, Java, Go, Ruby, TypeScript, Scala, R, Express, Rails, Redis, AWS, AI, CI/CD, API, SPA, TDD, Excel",2025-06-13T12:50:52,Canada
full_time,Semi Senior Científico de Datos,Adzuna,51306.0,No especificado,"Go, Scala, Rust, R, AI, API, Excel, Git",2025-06-13T04:51:27,UK
full_time,Semi Senior Administrador AWS,Jooble,37805.0,No especificado,"JavaScript, Java, Go, Scala, R, AI, DevOps, REST, API, Excel, Windows",2025-06-13T04:51:22,USA
full_time,Semi Senior Desarrollador React,Jooble,34476.0,No especificado,"R, AI, Agile, API, SPA, Excel",2025-06-13T00:50:44,India
full_time,Lead Desarrollador React,Adzuna,52820.0,No especificado,"Python, Scala, R, SQL, AWS, AI, CI/CD, API, ETL, Tableau",2025-06-12T10:50:56,Americas
full_time,Junior Desarrollador Python,Jooble,71589.0,No especificado,"JavaScript, Java, Go, TypeScript, Scala, R, React, AWS, GitHub Actions, Terraform, AI, DevOps, CI/CD, Agile, Microservices, API, Backend, Excel, Git",2025-06-12T10:50:50,Philippines
full_time,Junior Desarrollador Java,Jooble,62370.0,No especificado,"JavaScript, Java, Go, TypeScript, Scala, R, React, Angular, Vue, Spring, AWS, AI, DevOps, CI/CD, API, Frontend, Backend, Git",2025-06-12T10:50:49,Europe
contract,Senior Desarrollador Mobile,Jooble,33769.0,No especificado,"Go, R, AI, API, Excel, JIRA, Confluence, Git",2025-06-12T04:51:05,"USA, Canada"
full_time,Senior Desarrollador React,Jooble,43423.0,No especificado,"Go, Scala, Rust, R, AI, DevOps, REST, API, SPA, Excel, Git",2025-06-12T02:50:59,USA
full_time,Lead Analista de BI,Jooble,77651.0,No especificado,"Python, JavaScript, Java, Go, TypeScript, Scala, R, SQL, React, Django, Flask, Next.js, FastAPI, AWS, Azure, GCP, Docker, Kubernetes, Machine Learning, AI, REST, API, Frontend, Backend, Excel, Git",2025-06-12T02:50:41,"Spain, Azerbaijan"
full_time,Semi Senior Especialista en Ciberseguridad,Jooble,61011.0,No especificado,"Go, Scala, R, AI, Agile, API, SPA, Excel, Git",2025-06-12T00:50:23,Canada
full_time,Lead Ingeniero DevOps,Jooble,56020.0,No especificado,"Python, Scala, R, SQL, MySQL, Docker, AI, CI/CD, API, SPA, Excel, Git, Linux, Windows",2025-06-11T20:51:17,USA
full_time,Senior Technical Lead,Jooble,40322.0,No especificado,"Python, JavaScript, Java, R, AWS, Jenkins, GitHub Actions, AI, CI/CD, REST, API, JSON, Backend, SPA, BDD, JIRA, Git",2025-06-11T12:50:54,New Zealand
full_time,Senior Desarrollador Frontend,Jooble,39200.0,No especificado,"Go, Scala, R, AWS, GCP, AI, API, Frontend, Excel",2025-06-11T10:51:04,"USA, European timezones"
full_time,Lead Desarrollador Java,Adzuna,61861.0,No especificado,"Python, JavaScript, Java, Scala, R, AWS, Azure, GCP, AI, REST, Microservices, API, SPA, Excel, Git",2025-06-11T10:50:46,India
full_time,Senior Arquitecto de Software,Adzuna,69067.0,No especificado,"Python, Java, PHP, Go, Rust, R, AI, Agile, Scrum, API, Excel, Git, Linux",2025-06-11T10:50:44,Greece
full_time,Junior Analista de Datos,Adzuna,66180.0,No especificado,"Python, Java, C#, C++, Go, R, MongoDB, Redis, AWS, AI, DevOps, Agile, REST, Microservices, API, Excel",2025-06-11T10:50:40,Germany
full_time,Lead Arquitecto de Software,Adzuna,55303.0,No especificado,"Go, R, AI, DevOps, API, Excel",2025-06-11T04:50:52,UK
full_time,Lead Administrador AWS,Adzuna,53058.0,No especificado,"Go, Scala, R, AI, REST, API, JSON, SPA",2025-06-11T00:50:56,Philippines
full_time,Junior Cloud Engineer,Jooble,63621.0,No especificado,"Go, TypeScript, R, SQL, React, AWS, AI, Agile, Scrum, GraphQL, API, UI/UX, SPA, Excel, JIRA, Git",2025-06-10T20:51:08,Poland
full_time,Junior Ingeniero de Machine Learning,Jooble,79476.0,No especificado,"Python, Go, TypeScript, Rust, R, React, Django, Express, FastAPI, AWS, Azure, GCP, Docker, Kubernetes, AI, DevOps, API, Backend, Excel",2025-06-10T18:50:39,USA
full_time,Lead Científico de Datos,Adzuna,46186.0,No especificado,"Go, R, Machine Learning, AI, API, SPA",2025-06-10T12:51:06,USA
full_time,Senior Desarrollador Java,Adzuna,41928.0,No especificado,"Go, Scala, R, Kubernetes, AI, DevOps, CI/CD, API, SPA",2025-06-10T09:06:12,European timezones
full_time,Junior Scrum Master,Jooble,69456.0,No especificado,"Python, Go, R, Machine Learning, AI, Deep Learning, REST, API, Excel",2025-06-10T08:50:52,Brazil
full_time,Senior Desarrollador Frontend,Jooble,55052.0,No especificado,"Go, R, AI, API, Linux",2025-06-10T02:52:28,Brazil
full_time,Semi Senior Technical Lead,Adzuna,63379.0,No especificado,"Python, Java, Scala, R, AWS, Azure, GCP, Machine Learning, AI, DevOps, API",2025-06-10T00:50:49,USA
full_time,Lead Arquitecto de Software,Adzuna,38777.0,No especificado,"Swift, R, AI, Agile, REST, API, UI/UX, Backend, SPA, Git",2025-06-09T21:16:41,USA
full_time,Senior Especialista DevSecOps,Adzuna,30049.0,No especificado,"JavaScript, Java, C#, Go, Scala, Rust, R, Kubernetes, AI, DevOps, API, Git",2025-06-09T16:51:19,Canada
contract,Lead Desarrollador Frontend,Adzuna,79433.0,No especificado,"Go, Kotlin, Scala, R, AI, REST, API, Backend, SPA, Excel, Git",2025-06-09T08:50:28,LATAM
